[PAD]
11505	1556
10172	1536
4943	1535
11271	1522
7205	1514
6336	1505
5855	1503
9434	1501
17632	1497
13361	1482
1900	1479
13120	1462
4895	1461
6659	1459
13609	1425
3630	1420
4275	1396
1635	1389
11789	1385
68	1379
812	1371
15922	1368
18275	1367
7226	1361
11027	1353
2889	1346
258	1342
17506	1333
9133	1331
14828	1318
11725	1311
3736	1310
3815	1308
6402	1303
6835	1302
2568	1301
11104	1299
19604	1295
14224	1290
2204	1290
14573	1283
10155	1269
5854	1262
7238	1258
10682	1254
791	1243
9127	1238
13607	1232
8242	1230
20907	1228
16347	1226
5826	1199
15556	1194
1760	1190
11103	1182
13606	1181
20561	1178
9036	1176
5110	1174
18156	1171
3375	1159
701	1154
19365	1151
18649	1149
13625	1147
12479	1146
13257	1146
11731	1141
799	1138
11114	1128
5831	1119
796	1114
12768	1103
9096	1094
2215	1090
8932	1089
1741	1088
4238	1086
21071	1079
19152	1072
788	1065
17751	1054
11090	1052
809	1051
9100	1050
1901	1040
20971	1034
16404	1019
1759	1011
10900	1009
8268	1008
9134	1006
17734	1000
1903	997
4533	996
6671	993
2869	992
20118	991
16335	989
1866	985
3848	984
1425	983
15598	980
3850	976
13359	972
18214	970
13608	967
9315	959
7802	947
9031	941
13638	936
5177	935
16403	915
9025	910
11319	907
18476	907
7772	906
17232	903
2238	903
4285	902
2000	901
1919	898
9039	897
5836	890
13630	889
3855	884
15691	883
9070	881
20987	880
3581	879
1832	877
17737	872
19545	869
12637	868
12173	868
5833	864
5652	863
13090	858
20917	858
7837	857
2477	854
7212	850
9032	848
11126	848
10157	847
11363	840
14088	839
11457	838
15561	828
7976	822
8073	818
3576	816
17311	816
1610	815
15036	815
7799	813
1918	811
6272	806
5299	803
11800	802
1867	801
17671	795
3835	794
9683	792
10042	782
13256	777
5577	774
5291	773
5894	770
13858	769
9095	768
15559	762
3635	762
1605	762
3854	761
1181	761
5302	758
19722	757
9525	755
19710	755
14063	751
9845	746
5305	744
12895	743
960	743
3976	743
5532	741
10040	737
10719	730
19446	728
14316	728
14581	725
13147	723
9022	722
2458	721
12413	721
8458	719
9016	717
15571	717
2937	716
762	715
13640	714
7761	714
15557	712
1863	712
19676	712
3851	706
1502	705
705	705
15909	704
12501	704
656	698
15947	698
1912	691
13641	689
759	688
3106	687
19726	682
1740	682
18897	681
18083	678
6376	677
2546	677
5700	673
18841	672
806	671
1737	669
19507	667
1503	666
3524	663
18548	661
12832	660
15636	660
1409	658
3602	656
13261	654
12778	653
19994	652
14568	652
13085	648
328	648
9240	647
8676	644
779	639
7798	638
6398	637
5686	635
9629	635
17808	635
17818	635
5395	634
19611	631
16688	624
19539	623
19482	623
18675	623
10351	623
16405	621
1353	618
13637	614
2905	612
217	611
16298	610
2820	609
311	606
1386	604
2461	603
9042	603
5798	602
12225	600
19288	597
8223	595
3124	593
10043	592
14269	589
17824	589
19431	586
10732	586
10476	585
19464	584
10952	583
13675	579
1729	578
6676	571
7194	570
13642	569
816	569
10684	567
5544	563
17809	560
742	560
5624	558
12207	556
2038	556
11905	553
18461	552
9571	551
18438	551
9561	550
9866	550
8493	549
2664	548
13888	545
10802	543
17807	542
3845	541
2004	534
18459	534
11336	532
19240	531
19503	528
12475	526
9425	526
17817	526
2465	525
2436	525
15224	523
6475	521
12772	519
3518	519
20682	519
12218	518
15447	517
12205	516
14062	515
19190	514
5558	512
9029	511
937	510
3350	505
3914	503
9046	502
7614	499
8246	499
15570	495
769	494
10946	493
13994	491
13597	490
13045	489
4825	489
18219	488
4831	483
12844	483
18619	483
13204	481
18868	480
7308	479
15165	476
13911	476
18638	476
16669	476
11524	475
5111	475
5258	474
17229	473
4539	472
7781	471
9037	467
12785	467
5102	464
11322	463
10038	462
9023	461
16269	460
7734	459
1769	459
1517	459
684	458
761	453
12320	453
18471	453
11448	452
274	451
613	449
16663	449
11110	449
8656	448
7446	448
12360	448
15171	447
19765	447
12446	446
10976	445
10947	444
9889	444
5944	443
11092	443
12885	443
1614	442
13260	441
13203	441
5285	441
2871	438
8227	437
6307	437
13252	435
9013	433
17313	433
15209	433
19733	432
9028	432
12502	432
13184	430
17246	430
8993	430
8796	429
15546	429
20767	428
18669	428
7385	427
537	426
7777	425
5665	425
20515	424
6256	419
803	417
1244	417
7263	415
21000	414
533	414
19197	413
782	413
725	412
10462	411
12972	410
7769	410
10073	408
16401	406
12106	406
12495	406
14117	404
9549	404
8247	404
11095	402
14034	402
10956	401
15328	401
1983	401
1378	401
15929	398
9830	398
3349	397
14749	396
1774	395
18287	395
20489	394
9097	392
18085	391
3575	388
6995	388
7443	387
5294	386
16790	386
2891	385
14198	384
1997	384
685	383
12793	382
14066	382
5664	381
14232	381
15173	381
20993	380
11525	380
11085	380
11860	380
4532	378
18482	378
2479	378
14762	378
6410	378
10986	378
10648	377
14738	376
2327	376
18751	375
785	375
19504	375
17882	373
8316	372
15348	371
19329	371
3882	371
364	370
6624	370
777	370
6665	369
12852	368
2935	368
1744	368
18450	368
7206	368
783	366
12249	366
14578	366
20997	364
16813	364
9964	363
18942	363
8198	362
8107	362
3725	362
5307	362
5923	361
20573	361
765	361
10149	360
1377	359
5103	359
20903	359
6194	358
11529	358
6781	357
15594	357
17811	356
10046	354
10962	354
5247	354
2517	353
7435	353
10338	352
18050	350
3796	349
9073	345
15613	344
12585	343
13229	343
16036	340
7383	339
11036	339
20922	338
5293	337
18469	337
784	335
10258	333
1998	333
6820	333
10153	332
16415	332
11515	331
16988	331
17383	331
3609	331
1981	331
20532	330
15806	330
14650	330
18908	328
12123	327
19762	327
11941	327
18460	326
19605	325
5822	325
11536	325
6200	325
20245	325
296	323
15918	323
19651	323
1624	321
6818	321
5280	321
12657	320
8444	320
3607	319
17771	319
2948	319
17803	319
814	319
17816	318
19426	318
4218	317
18218	316
4235	316
15932	316
4294	315
8092	314
1216	313
16178	312
8403	312
5221	310
4195	310
18690	310
9527	309
3476	309
730	309
2979	308
5298	308
6780	308
12941	307
17089	307
12477	307
18412	307
13181	307
19856	305
14068	305
368	304
18100	303
11513	303
9895	303
10649	302
14831	302
16468	301
11802	301
20999	301
763	301
9536	300
19391	299
8081	299
11806	298
16409	298
3862	298
10197	298
17225	297
20508	297
18245	296
20688	296
20229	296
12191	296
696	296
11442	295
2452	295
9898	295
19653	294
14060	294
1751	294
8253	294
2637	293
5546	293
1374	293
2027	291
3649	291
16265	290
15585	290
17690	290
2205	289
20549	289
10124	289
11535	289
10413	289
14790	288
16534	287
3119	286
16406	286
6843	286
19828	286
5251	284
774	284
20326	284
18774	284
15860	283
3346	282
18473	282
943	281
18953	281
10966	281
11042	281
11788	280
18496	280
17993	280
20485	280
805	279
13011	279
16382	279
11779	278
3598	278
19893	278
142	278
20636	277
19528	277
3869	277
11493	277
5819	276
14044	276
18110	276
13092	275
10130	275
916	274
722	274
2802	274
11091	274
5296	273
9960	273
9007	272
20736	271
17758	271
17885	270
12481	270
19981	270
11740	270
12491	270
6811	269
3120	269
15873	268
11054	268
5286	268
8459	267
12794	266
804	266
20992	266
6667	266
7747	266
10608	264
2653	264
5859	263
4925	263
14600	263
683	263
4520	262
9834	262
3030	262
3624	261
18243	261
8944	260
14510	260
11298	260
16411	259
5287	259
15552	259
19471	259
15738	259
1506	258
5427	258
19114	257
3371	257
9430	257
19647	256
720	256
5278	256
10159	256
5516	255
17001	255
2771	255
6166	255
2666	255
6984	255
11073	254
9102	254
9883	254
2712	253
738	253
5355	253
2307	253
16345	252
743	251
19731	251
11845	251
7307	250
15331	250
18712	248
4803	248
17258	248
5512	248
1650	247
7445	247
7434	247
3330	247
7442	246
18454	246
1376	246
5765	245
16969	245
6251	245
1968	245
10033	245
3341	244
1215	244
20519	244
13893	244
18305	244
9614	243
7783	243
11986	243
4127	243
17813	242
15582	241
15931	241
10132	241
9697	241
1639	241
19091	240
17648	240
18221	239
14505	239
2017	238
9690	238
10834	238
19615	238
14368	238
20888	238
8313	238
19670	237
5912	237
20517	236
42	236
18227	236
3250	236
16138	235
12203	235
16719	235
13462	235
11099	235
15892	234
17804	234
7831	234
1672	233
6279	233
9950	233
8224	232
2668	232
4278	232
6210	232
12989	231
5356	231
8995	230
1909	230
13649	230
10564	229
16037	229
17731	229
16396	229
3103	229
17893	229
11532	229
18914	229
8047	228
18866	228
14583	228
21038	228
19546	227
16561	227
20635	227
20239	227
8261	227
14210	227
9035	226
284	226
11285	225
8992	224
11790	224
610	224
19723	224
18345	223
11277	223
3718	223
934	222
9360	222
778	222
1112	222
314	222
20563	221
19679	221
13272	221
11093	221
15908	221
7913	220
12470	220
10477	220
15535	219
13116	219
12922	219
2688	219
18939	218
5288	218
708	218
4621	217
1819	217
12482	217
7782	216
4641	216
11087	216
10643	216
740	216
9114	215
10459	215
2441	215
3879	215
8841	214
3347	214
6827	214
18368	213
9954	213
8230	213
7411	213
1228	213
11292	213
17049	213
19890	212
19690	212
13020	212
4037	212
9825	211
718	211
775	211
15919	211
18025	211
17982	211
1246	211
10491	211
6814	210
18217	210
9528	210
18613	210
5268	209
18182	209
4265	209
17950	209
12022	209
5857	208
18828	208
72	208
4981	208
7804	208
12690	208
3870	207
12883	206
2080	206
18858	205
3352	205
5539	205
11641	204
8036	204
8721	204
14223	204
11011	203
719	203
11784	203
5039	203
20345	202
11957	202
4260	202
18034	202
18180	202
5274	202
20564	202
19610	201
2566	201
3344	200
15107	200
4782	200
12464	200
1638	200
12932	199
5098	199
3542	198
20559	198
20333	198
13234	198
2984	197
2659	197
11317	197
10151	197
14433	197
12644	197
10131	196
5491	196
20130	196
15630	195
19467	195
13627	195
6986	195
453	195
12765	194
12474	194
2459	194
9847	194
19639	194
7770	194
14213	194
2955	194
17540	194
1685	193
12790	193
525	193
4316	193
12991	192
7555	192
16303	192
1217	192
2420	191
5404	191
62	191
12046	191
2245	191
5948	190
9009	190
18352	190
5569	190
8442	189
15599	189
1846	189
5121	189
9872	188
17008	188
18538	188
16666	188
11531	188
6832	188
18674	188
19228	188
15898	188
400	188
14965	188
5125	188
18102	187
7269	187
5841	187
5642	187
12260	187
16389	186
15811	186
2812	186
16242	186
12209	186
16236	186
7021	186
9886	186
19719	185
3230	185
17960	185
5220	185
10330	184
7219	184
3860	184
11113	184
14226	184
7559	184
9020	183
20340	183
771	183
15925	183
14270	182
15592	182
8963	182
14128	181
13477	181
9003	181
10699	181
20572	181
11458	181
2267	181
14202	181
18298	181
14786	180
19607	180
10468	180
17585	180
6926	180
275	180
4961	180
19641	179
14289	179
11016	179
6834	179
2743	179
12682	179
366	179
2282	178
7760	178
5829	178
8217	178
13232	177
8980	177
2660	177
3377	177
18210	177
14166	177
3490	177
17234	177
56	177
19668	176
16135	176
2670	176
6215	176
1233	176
4606	176
16412	176
323	176
6389	175
11668	175
869	175
10458	175
4712	175
7793	175
800	175
5438	174
9019	174
5697	174
19034	174
10948	174
10146	174
19298	174
5475	174
1483	174
7663	174
6059	173
3837	173
18223	173
4633	173
3856	173
18610	173
12670	172
9030	172
16374	172
16362	172
19357	172
887	172
9901	172
20650	172
9905	172
3629	172
3631	171
18421	171
9877	171
1835	170
768	170
12578	170
10844	170
3571	170
19518	170
21032	170
8601	170
3989	170
6747	170
753	170
15904	169
8414	169
9433	169
4283	169
20557	169
7371	169
5942	169
13332	169
15480	169
6865	168
14227	168
18937	168
7534	168
11461	168
12166	168
12810	168
8252	168
14830	168
8276	167
8048	167
3123	167
4241	167
15539	167
12118	167
3871	167
1514	167
20673	166
13646	166
12201	166
19536	166
6842	166
7697	166
16399	166
14186	166
4806	165
10718	165
9033	165
9879	165
18935	165
11391	165
5507	165
2424	165
14570	165
8838	165
6414	165
15164	165
18666	164
1749	164
5832	164
15789	164
15530	164
9908	164
744	163
2407	163
38	163
16117	163
18679	163
20346	163
19602	162
14129	162
11394	162
9696	162
18132	162
7320	162
19462	162
5283	162
767	162
11715	162
4191	162
1860	161
20625	161
11509	161
13180	161
10115	161
11119	160
14728	160
4253	160
1745	160
17748	159
13788	159
12967	159
6300	159
15869	159
11993	159
18428	159
7796	159
5105	159
13091	158
2283	158
18668	158
5468	158
9818	158
9406	158
9849	158
15602	158
2296	157
12787	157
20569	157
10973	157
18688	157
15608	157
7536	157
1822	157
5684	157
19764	157
17728	156
10758	156
9214	156
14436	156
20543	156
522	156
9613	156
4840	156
5284	156
14065	156
2142	156
9015	156
21076	155
16353	155
20356	155
12485	155
11069	155
17812	155
9014	155
17618	154
9017	154
11855	154
11826	154
12230	154
12780	154
12693	154
3277	153
9106	153
15569	153
3663	153
11253	153
3819	153
12820	153
13105	153
20181	153
12337	153
5761	152
15576	152
9811	152
11533	152
18664	152
6406	152
8188	152
15491	152
9861	151
18870	151
2872	151
6745	151
4262	151
2012	151
8053	151
3797	151
3502	151
7620	151
2680	151
21067	151
12576	151
17643	151
15564	151
6175	151
20797	151
106	151
15635	150
5129	150
15562	150
10724	150
4452	150
11117	150
8192	150
2922	150
14580	150
4737	150
6224	150
9856	149
20949	149
1750	149
3002	149
15781	149
5653	149
14837	149
10456	149
16505	149
12588	148
3207	148
9080	148
18349	148
1748	148
20468	148
9394	148
7707	148
18232	148
18136	148
7557	147
15838	147
2015	147
387	147
12361	147
7768	147
2414	147
12930	147
5694	147
11963	147
5263	146
7433	146
2454	146
13828	146
1793	146
8991	146
16361	146
18037	146
19194	145
6924	145
17799	145
2913	145
7181	145
12468	145
949	145
14566	145
4202	145
15028	145
9961	145
3583	145
312	145
7567	145
4244	145
19401	144
7623	144
15580	144
13472	144
2875	144
12969	144
20683	144
4632	144
14173	144
18413	144
8825	144
14211	144
8185	144
18676	144
3360	143
16209	143
16022	143
17216	143
19275	143
9611	143
17170	143
12771	143
5675	143
18097	142
14773	142
13099	142
6064	142
5353	142
12904	142
15677	142
15272	142
6666	142
15610	141
17753	141
13254	141
20228	141
4714	141
8952	141
3138	141
18456	140
18042	140
8165	140
9010	139
18437	139
9092	139
14056	139
13084	139
18420	139
4888	139
7170	139
1701	139
8724	138
14787	138
18662	138
17568	138
2749	138
12349	138
11249	138
6088	138
20475	138
1633	138
6776	138
1693	138
12081	138
19771	138
8460	137
2673	137
16029	137
19449	137
15917	137
3183	137
14194	137
1988	137
14917	137
9294	137
10774	137
10716	137
6985	136
14218	136
16385	136
11072	136
19812	136
9354	136
6033	136
14815	136
6983	136
9090	136
9894	136
15218	136
9848	136
3351	136
8201	135
15276	135
11987	135
13619	135
17801	135
20817	135
3020	134
83	134
10715	134
12843	134
5047	134
2691	134
11713	134
18484	134
1947	134
1776	134
5099	134
9002	134
5937	134
20893	134
15529	134
16965	133
12366	133
9975	133
3070	133
12767	133
20844	133
3196	133
12770	133
11755	133
20307	133
527	133
598	133
17045	133
18910	133
1219	133
1678	133
19233	132
1802	132
15995	132
8066	132
7776	132
8831	132
12798	132
11560	132
4227	132
12957	132
2886	132
10729	132
1991	131
6663	131
4274	131
20936	131
9679	131
760	131
20483	131
8999	131
20899	131
15816	131
15573	130
15	130
20349	130
6837	130
661	130
9951	130
10143	130
7429	130
17485	130
14562	130
739	130
17768	130
2069	130
8309	130
1788	130
7023	130
9870	130
12946	130
1429	130
9967	130
88	129
2719	129
15820	129
12080	129
6678	129
17183	129
5835	129
9778	129
14070	129
7735	129
16096	129
437	129
2412	128
13312	128
8451	128
9862	128
14804	128
20889	128
728	128
19803	128
19459	128
8853	128
11830	128
6110	128
3348	128
2123	128
10756	128
703	128
18652	127
15893	127
11807	127
15852	127
18673	127
7249	127
7733	127
7681	127
10054	127
17647	127
1838	127
2682	127
18431	127
17640	127
19933	127
18453	126
19204	126
6396	126
10140	126
3369	126
16326	126
19534	126
1996	126
1862	126
10191	126
15168	126
5255	126
790	125
2470	125
5680	125
4603	125
18436	125
8833	125
12889	125
11109	125
10290	125
18621	125
10469	125
12926	125
11510	125
10653	125
15945	125
14302	125
19982	124
2726	124
2715	124
15921	124
16350	124
16021	124
11032	124
7767	124
12212	124
19214	124
7979	124
2885	124
18358	124
10249	124
15574	124
18230	124
12954	124
5805	123
18388	123
9816	123
13458	123
16322	123
11108	123
17219	123
15842	123
1873	123
11061	123
3802	122
9113	122
7083	122
9126	122
936	122
13243	122
10971	122
1453	122
13258	122
5089	122
9414	122
20132	122
12839	122
9061	122
10467	122
2873	122
7423	121
14243	121
19996	121
3567	121
16529	121
2201	121
13117	121
17572	121
1783	121
20934	121
10529	121
20506	121
18850	121
13051	121
4280	121
5323	121
15043	121
20640	120
12111	120
4704	120
18876	120
14203	120
5521	120
16674	120
4297	119
7336	119
20897	119
15589	119
11949	119
15553	119
11574	119
1249	119
801	119
12210	119
20380	119
3807	119
7677	119
5716	118
17800	118
9741	118
18934	118
15563	118
14571	118
13270	118
12362	118
8439	118
19481	118
929	118
11043	118
18432	118
8840	118
1978	117
10720	117
737	117
10450	117
20516	117
20494	117
8237	117
4637	117
8076	117
3824	117
4194	116
15910	116
2709	116
5119	116
6352	116
18429	116
17798	116
11797	116
3858	116
10965	116
344	116
19894	115
1627	115
8265	115
14968	115
5282	115
8996	115
8448	115
19640	115
1934	115
9896	115
349	114
7546	114
5354	114
10116	114
8221	114
5762	114
10768	114
8755	114
9555	113
12676	113
13278	113
10972	113
2199	113
3861	113
13470	113
1214	113
16003	113
3686	113
18727	113
4650	113
20879	113
15912	113
808	113
5812	113
5204	113
5950	113
1505	113
17279	113
1778	113
2603	113
7204	113
10688	113
14268	113
12833	113
14067	113
11340	113
18865	112
20157	112
18414	112
11384	112
6674	112
1183	112
13077	112
7176	112
6292	112
10728	112
18441	112
2297	112
20432	112
8482	112
2292	112
11088	111
19193	111
14180	111
14785	111
2299	111
7766	111
7763	111
12143	111
16041	111
8150	111
5269	111
5444	110
13128	110
439	110
20761	110
20110	110
665	110
535	110
11079	110
550	110
19537	110
9949	110
4725	110
10273	110
5096	110
8808	110
115	110
11111	109
10662	109
14011	109
7173	109
1902	109
8930	109
18311	109
8084	108
16689	108
8233	108
10710	108
18053	108
5093	108
10206	108
3108	108
15259	108
8933	108
20550	108
242	108
20113	108
9563	108
12493	108
5431	108
5265	108
5365	108
3946	108
15169	108
1857	107
18005	107
4604	107
15536	107
3094	107
7440	107
1191	107
17715	107
13226	107
18128	107
8241	107
12847	107
813	107
8880	106
18653	106
9659	106
18686	106
13161	106
18068	106
11062	106
1859	106
6846	106
12980	106
12416	106
1661	106
18229	106
15784	106
1961	106
17168	106
8563	106
20176	106
5028	105
13297	105
12813	105
20900	105
20768	105
2883	105
15791	105
5821	105
17199	105
1876	105
1888	105
11040	105
1153	105
11067	105
1758	105
5955	105
17886	104
3766	104
401	104
1850	104
14775	104
1872	104
20617	104
14087	104
13327	104
6888	104
7111	104
9670	104
7843	104
13062	104
18280	104
6369	104
5861	104
4460	103
13617	103
15155	103
6918	103
19542	103
702	103
20011	103
4074	103
4817	103
10460	103
9857	103
776	103
1753	103
11086	103
19406	103
16987	103
8162	103
7051	103
7006	103
14139	103
7788	103
8197	103
2301	103
5112	103
734	103
13483	103
18658	102
7933	102
16120	102
20898	102
14430	102
11880	102
18933	102
15828	102
19416	102
7403	102
9005	102
2576	102
10092	102
1126	102
10125	102
5766	102
15583	102
9835	102
4700	102
10651	102
14844	102
6769	101
2733	101
19613	101
15575	101
10201	101
544	101
3220	101
12467	101
11118	101
12265	101
8199	101
9180	101
19964	101
17060	101
15916	101
4175	101
11972	101
16323	101
18425	101
2690	101
20915	101
14567	100
20920	100
14753	100
3554	100
6656	100
10449	100
5935	100
20366	100
9000	100
11081	100
337	100
607	100
13650	100
10665	100
19621	99
19577	99
20106	99
15160	99
3716	99
3703	99
7330	99
12579	99
16313	99
7523	99
18455	99
5973	99
9562	99
16413	99
12974	99
7993	99
9370	99
18055	99
764	99
19662	98
7936	98
17030	98
16402	98
2574	98
2242	98
19645	98
13186	98
11783	98
7302	98
14256	98
5799	98
6121	98
7171	98
8052	98
2366	98
18191	98
15302	98
18628	98
19660	97
17365	97
17805	97
3731	97
19897	97
5945	97
11102	97
2257	97
9787	97
9700	97
9526	97
16394	97
5702	97
20786	97
7319	97
931	97
8505	97
5184	97
18793	97
8456	97
17983	97
16238	96
18404	96
52	96
16231	96
20486	96
10207	96
18795	96
4640	96
9860	96
19455	96
15466	96
15544	96
3161	96
8545	96
17552	96
9837	96
6717	96
14661	96
1202	96
13892	96
16355	96
3243	96
14398	96
5884	96
5118	95
8056	95
7199	95
15774	95
6863	95
18355	95
12005	95
8308	95
547	95
5575	95
1154	95
4183	95
9952	95
13360	95
6709	95
12952	95
17825	95
9910	94
14035	94
14095	94
9823	94
6489	94
12791	94
9843	94
11551	94
17876	94
18295	94
1858	94
9308	94
18332	94
8695	94
8881	94
1043	94
3454	94
20141	94
18265	94
11831	94
12316	94
1985	93
15899	93
5178	93
3159	93
6374	93
3172	93
4820	93
1192	93
4254	93
13121	93
8443	93
787	93
12200	93
9800	93
20420	93
18687	93
19675	92
92	92
9120	92
8988	92
20757	92
7228	92
16348	92
19475	92
4968	92
15708	92
11645	92
20533	92
20955	92
750	92
5262	92
2228	91
12680	91
18954	91
7093	91
9383	91
12994	91
20151	91
526	91
2342	91
4548	91
133	91
15994	91
5073	91
20318	91
16550	91
17221	91
12831	91
4935	91
2284	91
10000	91
19211	91
5778	91
9771	91
6259	91
1218	91
5334	91
15938	91
1669	90
9962	90
11794	90
1098	90
18830	90
15866	90
6109	90
8055	90
9753	90
8483	90
4369	90
15145	90
3859	90
7779	90
11980	90
372	90
14238	90
15844	90
18208	90
1342	90
7412	90
18595	90
6715	90
13363	90
4765	90
12856	90
15029	90
1979	89
10788	89
11018	89
17833	89
9168	89
11852	89
4555	89
9297	89
16921	89
17701	89
13113	89
4872	89
7174	89
20871	89
11564	89
747	89
5572	89
18584	89
11823	89
13890	89
15250	88
1681	88
18247	88
13068	88
9592	88
1995	88
14215	88
15596	88
19500	88
1341	88
12004	88
9001	88
5938	88
15822	88
2894	88
8440	88
9108	88
8050	88
9116	88
18032	88
15877	88
13296	88
9620	88
4147	87
12083	87
19561	87
10687	87
12925	87
3328	87
18235	87
4985	87
12584	87
11989	87
20044	87
17213	87
9880	87
12216	87
13119	87
4866	87
17806	87
8719	87
2884	87
1807	87
10165	87
5450	87
15620	87
17122	87
17082	87
2175	87
2874	87
11346	87
15617	87
19622	86
20747	86
18877	86
9544	86
8166	86
21018	86
12781	86
3792	86
8636	86
5620	86
2483	86
18878	86
19499	86
6408	86
277	86
5839	86
20739	86
15623	86
9854	86
15581	86
4558	85
8998	85
18337	85
688	85
1755	85
12947	85
17650	85
18864	85
6026	85
19879	85
9519	85
1423	85
2200	85
11094	85
11811	85
9974	85
13474	85
12759	85
20912	85
1980	85
5311	85
17028	85
17141	85
2881	85
10252	84
4639	84
913	84
19429	84
7184	84
5640	84
16370	84
20327	84
19859	84
18300	84
2987	84
18362	84
19123	84
6061	84
16383	84
12059	84
10118	84
7868	84
12580	84
5580	84
18271	84
6641	84
8097	84
18094	84
13475	84
8452	84
8015	84
13208	84
7520	84
19972	84
13668	84
260	84
7513	83
16369	83
18393	83
17660	83
3453	83
7570	83
15017	83
7525	83
20774	83
12963	83
18488	83
11259	83
12893	83
14779	83
2746	83
538	83
388	83
2384	83
7164	83
18863	83
7295	83
10669	83
17404	83
13293	83
19359	83
15591	83
1208	83
17521	83
3692	83
20419	83
13140	83
4178	83
18343	83
18949	83
6750	83
13807	83
7437	82
14321	82
19672	82
16131	82
924	82
1152	82
5529	82
2684	82
12000	82
10692	82
1828	82
49	82
7667	82
19549	82
20302	82
12797	82
20467	82
17175	82
8835	82
352	82
5383	82
15269	82
2261	82
16418	82
7838	82
5828	82
12127	82
30	82
6115	82
7196	82
14955	82
13624	82
16127	82
12483	82
12672	81
19671	81
13027	81
11115	81
12938	81
2778	81
9283	81
5182	81
14551	81
20512	81
15975	81
1428	81
18031	81
15172	81
17571	81
17472	81
4858	81
3126	81
770	81
8169	81
9940	81
11518	81
16219	81
6650	81
10596	81
3584	81
11537	81
10482	81
653	81
1427	81
8220	81
7740	81
7541	81
8057	81
11083	80
1977	80
4240	80
3842	80
8919	80
18211	80
16364	80
13002	80
8795	80
8288	80
3643	80
11633	80
12912	80
3526	80
4822	80
2198	80
3760	80
19445	80
17518	80
12921	80
17706	80
8512	80
9621	80
1825	80
3168	80
17528	80
1037	80
15605	80
5605	80
14201	80
11192	80
15317	80
3211	80
14252	80
12577	80
3434	80
8079	80
16124	80
4190	80
13317	80
